codigo,institucion,nombre,motivo,enlace
CAT-3801,MINGOB,Homologación de licencias de conducir,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3833,MINGOB,INFORME DE DATOS DE VEHÍCULOS AL MINISTERIO PÚBLICO,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3805,MINGOB,Inactivación de licencia de conducir,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3797,MINGOB,Liberación de licencias de conducir,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3791,MINGOB,Modificación al registro de conductores por adopción,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3789,MINGOB,Modificación al registro de conductores por cambio de código único de identificación -CUI-,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3785,MINGOB,Modificación al registro de conductores por cambio de nombre,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3793,MINGOB,Modificación al registro de conductores por cancelación de asiento de cédula de vecindad,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3792,MINGOB,Modificación al registro de conductores por cancelación de partida de nacimiento,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3788,MINGOB,Modificación al registro de conductores por corrección de nombre,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3787,MINGOB,Modificación al registro de conductores por corrección en fecha de nacimiento,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3786,MINGOB,Modificación al registro de conductores por identificación de persona,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3790,MINGOB,Modificación al registro de conductores por reconocimiento de padre,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3794,MINGOB,Modificación al registro por validación de número de registro de cédula de vecindad,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3822,MINGOB,PERMISO DE CONDUCIR PERSONAS EXTRANJERAS ASILADOS O REFUGIADOS,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3821,MINGOB,PERMISOS DE CONDUCIR A EXTRANJEROS TEMPORALES,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3781,MINGOB,Prórroga de certificado de aprobación de examen teórico práctico de menor de edad,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3795,MINGOB,Prórroga de certificados de aprobación de examen teórico práctico,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3827,MINGOB,RESPUESTA AL ORGANISMO JUDICIAL SOBRE SOLVENCIAS DE LICENCIAS Y VEHÍCULOS,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3829,MINGOB,RESPUESTAS AL MINISTERIO PÚBLICO SOBRE SOLVENCIAS DE LICENCIAS Y VEHÍCULOS.,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3782,MINGOB,"Registro de oftalmólogos, licenciados en optometría, técnicos en optometría y técnico refraccionista",sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3832,MINGOB,"SUSPENSIONES DE LICENCIAS DE CONDUCIR, DE JUZGADOS PENALES",sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3804,MINGOB,Salvoconductos,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3816,MINGOB,Solvencia de remisión de devolución de vehículos,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3809,MINGOB,Solvencia de remisión de licencias,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3815,MINGOB,Solvencia de remisión de prescripción de multa,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3810,MINGOB,Solvencia de remisión de vehículos,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3811,MINGOB,Solvencia de remisión de vehículos,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3814,MINGOB,Solvencia de remisión solicitada para seguros,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3813,MINGOB,Solvencia de remisión solicitada por empresas de sus empleados,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3812,MINGOB,Solvencia de remisión solicitada por empresas de sus vehículos,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3841,MINGOB,TRASLADO DE ADMINISTRACIÓN DE COMPETENCIA DE TRANSITO A MUNICIPALIDADES,sin pagina oficial (solo enlace bit.ly/generico),https://bit.ly/3vrI5Zg
CAT-3301,MINTRABAJO,Programa de Aporte Económico del Adulto Mayor: Recepción de Sobrevivencia.,la pagina oficial no publica requisitos ni pasos,
CAT-1928,MINTRABAJO,Recepción de denuncias laborales de Salud y Seguridad Ocupacional,tiene requisitos pero no pasos,https://dgps-sso.mintrabajo.gob.gt/
CAT-3845,MSPAS,Acreditación de Profesionales en Manejo de Desechos Sólidos Hospitalarios,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/529-acreditacion-de-profesionales-desechos-hospitalarios
CAT-3843,MSPAS,Actualización de Licencia Sanitaria -DRCA-,sin pagina oficial (solo enlace bit.ly/generico),https://mspas.gob.gt/servicios/control-de-alimentos
CAT-3847,MSPAS,Aprobación de Plan de Manejo/Disposición de Desechos Sólidos Hospitalarios para Entes Generadores Privados,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/531-normativa-planes-de-manejo-disposicion
CAT-3846,MSPAS,Aprobación de Plan de Manejo/Disposición de Desechos Sólidos Hospitalarios para Entes Generadores Públicos,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/527-planes-de-manejo-disposicion-desechos-hospitalarios
CAT-3849,MSPAS,Autorización Sanitaria para Construcción en General,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/construccion-en-general
CAT-3850,MSPAS,Autorización Sanitaria para Sistemas de Disposición de Desechos Sólidos,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/667-sistemas-tratamiento-disposicion-final
CAT-3844,MSPAS,Autorización Sanitaria para Sistemas de Disposición de Excretas,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/500-normativa-letrinizacion
CAT-3763,MSPAS,COMPENSACIÓN ECONÓMICA,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/tramites-direcciones-generales#593-direccion-general-de-recursos-humanos
CAT-3765,MSPAS,Certificación de expedientes médicos,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/
CAT-3766,MSPAS,Citas Banco de Sangre,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/
CAT-3764,MSPAS,Constancia de hospitalización,sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/
CAT-3848,MSPAS,Licencia de Operación para Empresas de Disposición de Desechos Sólidos Hospitalarios (Primera o Renovación),sin pagina oficial (solo enlace bit.ly/generico),https://www.mspas.gob.gt/descargas-mspas/category/532-requisitos-empresas-de-disposicion
CAT-3842,MSPAS,Reposición de Licencia Sanitaria -DRCA-,sin pagina oficial (solo enlace bit.ly/generico),https://mspas.gob.gt/servicios/control-de-alimentos
